Swiss-Prot	Affymetrix
O95665	33011_at
Q8IY58	33011_at
P32971	33012_at
P29803	33013_at
O60675	33014_at
---	33015_at
---	33016_at
P80108	33017_at
Q15127	33017_at
Q8TCV0	33017_at
Q8WW82	33017_at
Q96ID6	33017_at
Q9H4M1	33017_at
---	33018_at
O60260	33019_at
Q8NI41	33019_at
Q8NI42	33019_at
Q8NI43	33019_at
Q8WW07	33019_at
O60663	33020_at
Q9UE66	33020_at
---	33021_at
O75452	33022_at
Q9UNV2	33022_at
AAH32756	33023_at
P23946	33024_at
AAH36785	33025_at
Q9Y2B4	33025_at
---	33026_at
Q96P64	33027_at
Q9Y345	33028_at
AAH41058	33029_at
O75342	33029_at
---	33030_at
---	33031_at
---	33032_r_at
---	33033_at
O75783	33034_at
O75663	33035_at
Q8IZ86	33035_at
O75762	33036_at
AAH45537	33037_at
O75667	33037_at
Q9NS84	33037_at
---	33038_at
Q9NZX5	33039_at
---	33040_at
---	33041_at
---	33042_r_at
---	33043_at
AAH45762	33044_f_at
Q04741	33044_f_at
AAH45762	33045_r_at
Q04741	33045_r_at
AAH45762	33046_f_at
Q04741	33046_f_at
---	33047_at
O75547	33048_at
Q96AL4	33048_at
---	33049_at
P21918	33050_at
Q8NEQ8	33050_at
P24046	33051_at
O15496	33052_at
---	33053_at
O00437	33054_at
Q8TD57	33054_at
Q8WUP9	33054_at
Q9UG35	33054_at
O75881	33055_at
---	33056_at
---	33057_g_at
O95678	33058_at
---	33059_at
---	33060_g_at
O95177	33061_at
---	33062_at
P07359	33063_at
Q8N1F3	33063_at
Q06432	33064_at
Q8WXH2	33065_at
Q96HD8	33065_at
---	33066_at
---	33067_at
P54855	33068_f_at
P54855	33069_f_at
O43613	33070_at
---	33071_at
O43614	33072_at
O75914	33073_at
Q9P0J8	33073_at
O75914	33074_g_at
Q9P0J8	33074_g_at
O75914	33075_at
Q9P0J8	33075_at
---	33076_at
---	33077_at
---	33078_at
O43752	33079_at
P47736	33080_s_at
Q9UQ51	33080_s_at
---	33081_at
O75578	33082_at
---	33083_at
Q13329	33084_at
AAO25116	33085_at
Q15116	33085_at
O75360	33086_at
O95259	33087_s_at
O95259	33088_at
---	33089_s_at
---	33090_at
---	33091_at
P25089	33092_at
O95256	33093_at
Q13515	33094_s_at
Q13515	33095_i_at
Q13515	33096_r_at
Q15744	33097_at
Q8IYI2	33097_at
P51677	33098_at
Q8TDP4	33098_at
Q8TDP5	33098_at
Q8TDP6	33098_at
Q8TDP7	33098_at
Q8TDP8	33098_at
Q96T97	33098_at
Q11128	33099_at
---	330_s_at
AAH42416	33100_at
Q15761	33100_at
Q9UGM5	33101_g_at
Q9UEY8	33102_at
Q9UEY8	33103_s_at
Q9UBF5	33104_at
Q9UF11	33104_at
Q9UI37	33104_at
Q9UI44	33104_at
Q9UBF5	33105_at
Q9UF11	33105_at
Q9UI37	33105_at
Q9UI44	33105_at
Q13133	33106_at
Q8IW13	33106_at
O94972	33107_at
Q8IYF7	33107_at
Q8WYF7	33107_at
P48431	33108_i_at
P48431	33109_f_at
P48431	33110_at
O95971	33111_at
O95971	33112_at
Q99967	33113_at
---	33114_f_at
P09630	33115_at
AAH17321	33116_f_at
P09871	33116_f_at
P25398	33116_f_at
Q96QN2	33116_f_at
AAH17321	33117_r_at
P09871	33117_r_at
P25398	33117_r_at
Q96QN2	33117_r_at
---	33118_at
Q9H6K6	33119_at
Q9H6L5	33119_at
Q9H764	33119_at
Q9NXM8	33119_at
O43665	33120_at
Q96GN0	33120_at
O43665	33121_g_at
Q96GN0	33121_g_at
O43665	33122_at
Q96GN0	33122_at
Q96EK4	33123_at
Q8IXI5	33124_at
Q99987	33124_at
Q8IXI5	33125_at
Q99987	33125_at
Q9NW38	33125_at
Q9P0I5	33126_at
Q9Y4K0	33127_at
AAH31334	33128_s_at
Q15828	33128_s_at
---	33129_at
Q8IZ25	33130_at
Q96CA4	33130_at
Q9GZZ0	33130_at
Q06945	33131_at
Q10570	33132_at
Q9C0J6	33132_at
AAH25300	33133_at
Q13045	33133_at
O60266	33134_at
Q8NBM1	33134_at
P41440	33135_at
Q9BTX8	33135_at
P50550	33136_at
Q9BQ25	33136_at
O00508	33137_at
O75412	33137_at
O75413	33137_at
O75441	33137_at
Q8N2S1	33137_at
P58340	33138_at
Q8N8F8	33138_at
Q96MH1	33138_at
P58340	33139_s_at
Q8N8F8	33139_s_at
Q96MH1	33139_s_at
O43505	33140_at
P14061	33141_at
Q8N512	33141_at
O43194	33142_at
O15427	33143_s_at
O15427	33144_at
O15360	33145_at
Q07820	33146_at
Q9HD91	33146_at
Q9UHR7	33146_at
Q9UHR8	33146_at
Q9UHR9	33146_at
Q9UNJ1	33146_at
Q96KR1	33147_at
Q9H6V4	33147_at
Q9NTI1	33147_at
Q9Y687	33147_at
Q96KR1	33148_at
Q9H6V4	33148_at
Q9NTI1	33148_at
Q9Y687	33148_at
Q92989	33149_at
Q9NQZ2	33150_at
Q9NQZ2	33151_s_at
P26438	33152_at
P09917	33153_at
P28070	33154_at
P35475	33155_at
P35475	33156_at
Q01101	33157_at
P23352	33158_at
CAD61873	33159_at
CAD61954	33159_at
P54845	33159_at
---	33160_at
Q8NA99	33161_at
Q96C66	33161_at
Q9HBR0	33161_at
P06213	33162_at
AAH41809	33163_r_at
P48507	33163_r_at
Q96S53	33164_at
Q8IWN5	33165_at
Q96GM8	33165_at
Q9H846	33165_at
Q15628	33166_at
P30520	33167_r_at
Q96QA1	33168_at
Q92859	33169_at
Q8N5P4	33170_at
Q9Y2G8	33170_at
Q96KC0	33171_s_at
Q96SP1	33171_s_at
Q9NVA2	33171_s_at
Q9UFY9	33171_s_at
Q96KC0	33172_at
Q96SP1	33172_at
Q9NVA2	33172_at
Q9UFY9	33172_at
Q96KC0	33173_g_at
Q96SP1	33173_g_at
Q9NVA2	33173_g_at
Q9UFY9	33173_g_at
---	33174_s_at
BAC11547	33175_at
Q8NHU9	33175_at
Q96RK4	33175_at
Q9BU89	33176_at
Q9BU89	33177_at
P78504	33178_at
Q99740	33178_at
P41236	33179_at
P41236	33180_at
Q8NF61	33180_at
AAH00400	33181_at
AAH02657	33181_at
AAH19275	33181_at
AAH31696	33181_at
P05323	33181_at
AAH31835	33182_at
AAK92490	33182_at
AAM77876	33182_at
Q16620	33182_at
Q8N5X4	33182_at
Q8WXJ5	33182_at
Q8WXJ6	33182_at
Q8WXJ7	33182_at
Q8WXJ8	33182_at
P51570	33183_at
AAH31663	33184_at
P43080	33184_at
Q8WYP8	33185_at
Q8WYP9	33185_at
Q96S66	33185_at
Q9BU25	33185_at
---	33186_i_at
---	33187_r_at
Q13356	33188_at
---	33189_at
---	33190_g_at
Q8IX21	33191_at
Q8WW40	33191_at
Q9NPE8	33191_at
Q8IX21	33192_g_at
Q8WW40	33192_g_at
Q9NPE8	33192_g_at
Q8IXM5	33193_at
Q96EG1	33193_at
Q9NWF8	33193_at
Q9Y2K4	33193_at
Q96IX4	33194_at
Q02127	33195_at
Q15312	33196_at
Q9H048	33196_at
Q13402	33197_at
Q9Y2Y0	33198_at
AAF40215	33199_at
Q9NTI2	33199_at
---	331_at
O00188	33200_at
Q15334	33200_at
O00188	33201_at
Q15334	33201_at
Q16595	33202_f_at
---	33203_s_at
Q16676	33204_at
O75486	33205_at
Q8TB44	33206_at
Q96HE3	33206_at
Q9HC35	33206_at
---	33207_at
---	33208_at
P25490	33209_at
P25490	33210_at
Q9P2E9	33211_at
Q9P2E9	33212_at
Q9P2E9	33213_g_at
O15235	33214_at
O15235	33215_g_at
O15235	33216_at
Q9NSA3	33217_at
P04626	33218_at
Q9UK79	33218_at
Q8TEY6	33219_at
Q8TEY7	33219_at
Q96AV6	33219_at
Q9H9F0	33219_at
Q9UPQ5	33219_at
Q9Y417	33219_at
Q16670	33220_at
Q96A17	33220_at
O15404	33221_at
Q8N4P9	33221_at
Q96HP2	33221_at
O75084	33222_at
Q96B74	33222_at
O60307	33223_at
---	33224_at
Q9BSU6	33225_at
Q9P1N3	33225_at
O94953	33226_at
Q9UF40	33226_at
Q08334	33227_at
Q9BUU4	33227_at
Q08334	33228_g_at
Q9BUU4	33228_g_at
P51812	33229_at
Q9UMS4	33230_at
Q9UMS4	33231_at
P50238	33232_at
P42696	33233_at
Q8N2Z8	33233_at
P42696	33234_at
Q8N2Z8	33234_at
Q8IVL0	33235_at
Q8NFW7	33235_at
Q9Y2E7	33235_at
Q9UL19	33236_at
O94894	33237_at
Q96EI0	33237_at
P06239	33238_at
Q8N8E3	33239_at
Q8NCR4	33239_at
Q8NFR4	33239_at
Q8N2N7	33240_at
Q96CC2	33240_at
Q9NSQ2	33240_at
Q9UPQ7	33240_at
O75121	33241_at
Q9BVE1	33241_at
Q9BXK0	33241_at
Q969E8	33242_at
O95379	33243_at
Q9P1Q1	33243_at
Q9UER5	33243_at
Q9UP47	33243_at
P52757	33244_at
O15264	33245_at
O15264	33246_at
O00487	33247_at
Q96DE8	33247_at
AAH40948	33248_at
P08235	33249_at
O15213	33250_at
AAH34284	33251_at
O94876	33251_at
Q8IXM8	33251_at
Q8N4H2	33251_at
P25205	33252_at
Q8NHX6	33252_at
Q9BTR3	33252_at
AAG53503	33253_at
Q14142	33253_at
---	33254_at
O95138	33255_at
P49321	33255_at
O75746	33256_at
Q96AM8	33256_at
CAD62604	33257_at
CAD66571	33257_at
CAD66581	33257_at
P36957	33257_at
Q9BUC4	33257_at
CAD62604	33258_g_at
CAD66571	33258_g_at
CAD66581	33258_g_at
P36957	33258_g_at
Q9BUC4	33258_g_at
Q02383	33259_at
Q07889	33260_at
O19586	33261_at
O19622	33261_at
O19719	33261_at
O19727	33261_at
O19728	33261_at
O19730	33261_at
O19740	33261_at
O19743	33261_at
O78042	33261_at
O78117	33261_at
P13761	33261_at
P13762	33261_at
Q29889	33261_at
Q30136	33261_at
Q30148	33261_at
Q30149	33261_at
Q30152	33261_at
Q9BS54	33261_at
Q9TQE0	33261_at
P16260	33262_at
Q15407	33263_at
Q15594	33263_at
Q15595	33263_at
Q8WYK3	33263_at
Q15407	33264_at
Q15594	33264_at
Q15595	33264_at
Q8WYK3	33264_at
P28328	33265_at
Q96GD4	33266_at
---	33267_at
P41229	33268_at
Q9BRB3	33269_at
Q9Y485	33270_i_at
Q9Y485	33271_r_at
P02735	33272_at
Q15423	33272_at
P01842	33273_f_at
P06316	33273_f_at
Q8N5F4	33273_f_at
Q8NEJ1	33273_f_at
Q8TBC9	33273_f_at
Q8TBD0	33273_f_at
Q8TCJ5	33273_f_at
Q8TE63	33273_f_at
Q8WTU6	33273_f_at
Q8WUK3	33273_f_at
Q8WUK4	33273_f_at
Q96JD0	33273_f_at
Q96JD1	33273_f_at
Q96SB0	33273_f_at
Q9UL76	33273_f_at
Q8N355	33274_f_at
Q96E61	33274_f_at
Q96I69	33274_f_at
Q9NSD6	33274_f_at
P19419	33275_at
Q8N9S0	33275_at
Q969X8	33275_at
---	33276_at
Q13614	33277_at
---	33278_at
Q13732	33279_s_at
Q9BUA2	33279_s_at
Q13732	33280_r_at
Q9BUA2	33280_r_at
Q14164	33281_at
O00515	33282_at
Q96GD8	33282_at
P32121	33283_at
Q8N7Y2	33283_at
P05164	33284_at
Q9BRV8	33285_i_at
Q9H778	33285_i_at
Q14249	33286_at
Q9P041	33287_at
Q9UG11	33287_at
O14978	33288_i_at
O14978	33289_f_at
AAH42529	33290_at
P32019	33290_at
O95267	33291_at
Q9UNN9	33291_at
O96015	33292_at
Q9BWQ8	33293_at
Q9UJY9	33293_at
Q9Y2F7	33293_at
Q15024	33294_at
Q16570	33295_at
Q8IWP5	33295_at
O94923	33296_at
Q96F23	33297_at
O43815	33298_at
AAO27355	33299_at
O95227	33299_at
O96012	33299_at
Q12821	33299_at
Q12853	33299_at
Q12854	33299_at
Q8IWK6	33299_at
Q8N530	33299_at
Q8TC55	33299_at
Q9UBC4	33299_at
Q9UBI3	33299_at
Q9UP53	33299_at
Q9UP54	33299_at
Q9UP55	33299_at
Q9UP56	33299_at
---	332_at
---	33300_at
---	33301_g_at
Q14714	33302_at
Q14714	33303_at
O00441	33304_at
Q96AZ6	33304_at
P30740	33305_at
P17028	33306_at
Q8IZN4	33306_at
Q8IVR9	33307_at
Q8IVY0	33307_at
Q8N5Q3	33307_at
Q8NEY6	33307_at
P08236	33308_at
Q8WTS1	33309_at
Q9Y369	33309_at
Q8WTS1	33310_at
Q9Y369	33310_at
P02489	33311_at
Q13684	33311_at
P02489	33312_at
Q13684	33312_at
P02489	33313_g_at
Q13684	33313_g_at
Q92947	33314_at
Q9BVX3	33315_at
O94900	33316_at
Q96AV5	33316_at
P50613	33317_at
O95205	33318_at
Q8NEV3	33318_at
Q8TD82	33318_at
AAH44648	33319_at
O15169	33319_at
Q04490	33320_at
Q8TCT4	33320_at
---	33321_r_at
P31947	33322_i_at
Q96DH0	33322_i_at
P31947	33323_r_at
Q96DH0	33323_r_at
P06493	33324_s_at
---	33325_at
Q96GX3	33326_at
Q9UL25	33326_at
O43582	33327_at
Q9BSN2	33327_at
Q9P1Q6	33327_at
Q9Y2G1	33327_at
Q8NC40	33328_at
Q9BSV0	33328_at
Q9ULI3	33328_at
AAH12120	33329_at
P08651	33329_at
P53675	33330_at
Q13021	33331_at
---	33332_at
O43153	33333_at
Q8WWN9	33333_at
P07311	33334_at
P83436	33335_at
P02730	33336_at
P78487	33336_at
O15121	33337_at
AAH02704	33338_at
AAH02704	33339_g_at
O43164	33340_at
Q8N1G5	33340_at
AAC28652	33341_at
AAC28655	33341_at
P04901	33341_at
O95149	33342_at
Q9UBS8	33343_at
O60244	33344_at
AAH42486	33345_at
O14782	33345_at
P23258	33346_r_at
Q99942	33347_at
CAD89914	33348_at
Q99081	33348_at
---	33349_at
Q96H03	33350_s_at
Q9Y484	33350_s_at
O60739	33351_at
Q16778	33352_at
Q9UE88	33352_at
---	33353_at
Q96DE7	33354_at
Q9HAU4	33354_at
---	33355_at
---	33356_at
AAH15025	33357_at
Q9Y2A7	33357_at
Q9ULR3	33358_at
O94867	33359_at
Q9HAR2	33359_at
Q9BVH5	33360_at
Q9H7H5	33360_at
Q9UK66	33360_at
Q9Y2K7	33360_at
Q96G97	33361_at
Q96SV1	33361_at
Q9BSQ0	33361_at
O95353	33362_at
Q9UKI2	33362_at
Q9UQJ0	33362_at
Q13155	33363_at
Q96CZ5	33363_at
CAD89923	33364_at
O75042	33364_at
O75065	33364_at
Q8N3W0	33364_at
Q8TBR0	33364_at
Q9HCP4	33364_at
Q9HCP5	33364_at
Q8NDF7	33365_at
Q8TBE0	33365_at
Q9Y2F4	33365_at
Q96HU1	33366_at
Q9NT69	33366_at
Q9NXX9	33366_at
O14977	33367_s_at
Q96D20	33367_s_at
O14977	33368_at
Q96D20	33368_at
Q15800	33369_at
Q15800	33370_r_at
AAM21105	33371_s_at
Q13636	33371_s_at
Q9HC00	33371_s_at
AAM21105	33372_at
Q13636	33372_at
Q9HC00	33372_at
---	33373_at
AAH43484	33374_at
P06681	33374_at
Q14784	33375_at
Q9UEG2	33375_at
---	33376_at
P04004	33377_at
Q9BSH7	33377_at
Q8N4M5	33378_at
Q9Y6Y3	33378_at
Q9Y6Y4	33378_at
Q9UIX0	33379_at
Q9Y2D8	33379_at
O43289	33380_at
Q9Y6C1	33380_at
Q9Y6Q9	33381_at
Q02083	33382_at
---	33383_f_at
AAO34397	33384_at
P20810	33384_at
Q15786	33384_at
Q9Y2M4	33384_at
AAO34397	33385_g_at
P20810	33385_g_at
Q15786	33385_g_at
Q9Y2M4	33385_g_at
P07305	33386_at
Q8N6R3	33386_at
O60861	33387_at
Q8WUJ5	33388_at
Q96FM0	33388_at
Q16850	33389_at
Q8N1A8	33389_at
---	33390_at
P34810	33391_r_at
Q96IE4	33392_at
Q9Y364	33392_at
Q9Y4P8	33392_at
Q96KE7	33393_at
Q9H0U0	33393_at
Q9UMR2	33393_at
Q9HBZ9	33394_at
Q9NUU7	33394_at
Q8IVM2	33395_at
Q8TBV3	33395_at
Q9Y403	33395_at
O00460	33396_at
P09211	33396_at
Q15690	33396_at
O14735	33397_at
Q9UKV3	33398_at
---	33399_at
---	333_s_at
Q8WTZ7	33400_r_at
Q969W0	33400_r_at
P48740	33401_at
Q8IUV8	33401_at
Q96RS4	33401_at
Q9NSY8	33401_at
O43731	33402_at
Q8WYT9	33403_at
Q9BUC5	33403_at
Q9H034	33403_at
Q9H2L0	33403_at
P40123	33404_at
P40123	33405_at
Q9Y3M2	33406_at
Q9Y2E4	33407_at
Q9Y2E4	33408_at
P26885	33409_at
P23229	33410_at
P23229	33411_g_at
P09382	33412_at
Q15954	33412_at
O00648	33413_at
Q93096	33413_at
Q15155	33414_at
P22392	33415_at
Q9BQ70	33416_at
Q9H384	33416_at
Q9H7D3	33416_at
Q15042	33417_at
Q8TBB4	33417_at
---	33418_at
O15441	33419_at
Q9BZZ5	33419_at
Q9Y4J7	33419_at
O15441	33420_g_at
Q9BZZ5	33420_g_at
Q9Y4J7	33420_g_at
O75845	33421_s_at
P55735	33422_at
Q9BRM6	33422_at
Q9BUG7	33422_at
P55735	33423_g_at
Q9BRM6	33423_g_at
Q9BUG7	33423_g_at
P04843	33424_at
Q96HX3	33424_at
Q13263	33425_at
Q96IM1	33425_at
P05060	33426_at
O75882	33427_s_at
Q96D99	33427_s_at
O75882	33428_s_at
Q96D99	33428_s_at
Q8WTU3	33429_at
Q96BT9	33429_at
Q9Y435	33429_at
Q8WTU3	33430_at
Q96BT9	33430_at
Q9Y435	33430_at
Q06828	33431_at
Q12833	33431_at
Q8IV47	33431_at
AAM76709	33432_at
Q96FQ4	33432_at
Q96G25	33432_at
Q8NCA5	33433_at
Q96T08	33433_at
Q9Y3Y6	33433_at
O15155	33434_at
Q96EA0	33434_at
O15155	33435_r_at
Q96EA0	33435_r_at
P48436	33436_at
AAH23584	33437_at
Q9UET6	33437_at
Q969T9	33438_at
---	33439_at
P37275	33440_at
Q8NB68	33440_at
P57738	33441_at
Q9BSB0	33441_at
O15073	33442_at
Q8N665	33442_at
Q9NRX5	33443_at
Q14596	33444_at
Q96H14	33445_at
Q9HBH6	33445_at
Q96H14	33446_at
Q9HBH6	33446_at
AAH16372	33447_at
AAH31972	33447_at
AAH32748	33447_at
BAB88919	33447_at
P19105	33447_at
AAH18702	33448_at
O43278	33448_at
O14818	33449_at
O94805	33450_at
P35268	33451_s_at
Q8N5K3	33451_s_at
AAH13968	33452_at
AAH18636	33452_at
AAO34406	33452_at
P00750	33452_at
Q8NG20	33452_at
Q9BU99	33452_at
Q9BZW1	33452_at
---	33453_at
O00468	33454_at
Q8N4J5	33454_at
Q96IC1	33454_at
Q9BTD4	33454_at
P05062	33455_at
Q8NHT3	33455_at
Q15691	33456_at
Q9H2F7	33457_at
Q9UK61	33457_at
Q9UPP7	33457_at
---	33458_r_at
---	33459_at
AAN01278	33460_at
P47900	33460_at
Q14563	33461_at
Q15391	33462_at
Q8IYT7	33462_at
P47989	33463_at
---	33464_at
P13945	33465_at
Q96GV9	33466_at
Q08708	33467_at
Q14126	33468_at
Q02985	33469_r_at
Q9C0E4	33470_at
Q9H7H3	33470_at
Q9C0E4	33471_g_at
Q9H7H3	33471_g_at
P31512	33472_at
Q15846	33473_at
P08151	33474_at
---	33475_at
Q14507	33476_at
Q8WXH6	33477_at
Q05952	33478_at
Q05952	33479_g_at
P12872	33480_at
---	33481_at
P15172	33482_at
P48645	33483_at
Q99496	33484_at
P36578	33485_at
---	33486_at
P32754	33487_at
O15455	33488_at
AAH32820	33489_at
Q03403	33489_at
P42681	33490_at
Q8WWE2	33490_at
P14410	33491_at
O60584	33492_at
Q96IH8	33492_at
Q96N28	33492_at
Q9NPW1	33492_at
O60584	33493_at
Q96IH8	33493_at
Q96N28	33493_at
Q9NPW1	33493_at
AAH11890	33494_at
Q16134	33494_at
O75334	33495_at
P50052	33496_at
P51170	33497_at
---	33498_at
O43234	33499_s_at
P13164	33499_s_at
Q8N5K4	33499_s_at
Q8NCL6	33499_s_at
Q8WY24	33499_s_at
Q96DK0	33499_s_at
Q96K68	33499_s_at
Q96KX8	33499_s_at
Q9BRV0	33499_s_at
Q9NPP6	33499_s_at
Q9UL74	33499_s_at
Q9UL75	33499_s_at
Q9UL96	33499_s_at
Q9UP60	33499_s_at
---	334_s_at
---	33500_i_at
---	33501_r_at
---	33502_at
Q8N6A0	33503_at
Q9NZN9	33503_at
O95156	33504_at
P49788	33505_at
Q8N1D7	33505_at
O15326	33506_at
Q13187	33506_at
Q8TC02	33506_at
Q96PE3	33506_at
O15326	33507_g_at
Q13187	33507_g_at
Q8TC02	33507_g_at
Q96PE3	33507_g_at
O15326	33508_at
Q13187	33508_at
Q8TC02	33508_at
Q96PE3	33508_at
Q13255	33509_at
Q13255	33510_s_at
P51504	33511_at
Q16661	33512_at
Q13291	33513_at
Q96QJ2	33513_at
Q96QR3	33513_at
AAH25687	33514_at
Q16566	33514_at
Q12799	33515_at
Q8IVC2	33515_at
P02042	33516_at
P43357	33517_f_at
Q96E03	33518_f_at
Q8IUN7	33519_at
P08709	33520_at
---	33521_at
---	33522_at
P09923	33523_at
AAH43500	33524_at
P46109	33524_at
P49146	33525_at
P49146	33526_at
P48549	33527_at
Q8TBI0	33527_at
Q14138	33528_at
P40394	33529_at
AAH26263	33530_at
P31997	33530_at
AAH28009	33531_at
Q13241	33531_at
Q8NFL9	33531_at
Q8NFM0	33531_at
Q15699	33532_at
AAH34721	33533_at
Q9UDY4	33533_at
Q9NQ30	33534_at
AAH44657	33535_at
P51575	33535_at
Q13237	33536_at
Q14532	33537_at
Q9H922	33538_at
Q9NUQ1	33538_at
Q9P2K5	33538_at
Q9Y655	33538_at
Q9H922	33539_at
Q9NUQ1	33539_at
Q9P2K5	33539_at
Q9Y655	33539_at
---	33540_at
---	33541_s_at
AAH40020	33542_at
Q15789	33543_s_at
Q99738	33543_s_at
Q9UHZ9	33543_s_at
Q9UQR9	33543_s_at
O95185	33544_at
Q8IUT0	33544_at
P35499	33545_at
---	33546_at
Q10981	33547_i_at
Q9BUU7	33547_i_at
Q10981	33548_f_at
Q9BUU7	33548_f_at
CAB45650	33549_at
P46663	33549_at
AAM21130	33550_at
P28335	33550_at
AAM21130	33551_s_at
P28335	33551_s_at
P46721	33552_at
Q8IV69	33552_at
AAH37960	33553_r_at
P51684	33553_r_at
---	33554_at
---	33555_at
O75406	33556_at
Q9BVA6	33556_at
O95567	33557_at
Q96TB0	33558_at
Q99593	33558_at
Q13882	33559_at
---	33560_at
Q01955	33561_at
Q9NYC4	33561_at
Q01955	33562_g_at
Q9NYC4	33562_g_at
Q01955	33563_s_at
Q9NYC4	33563_s_at
P43652	33564_at
---	33565_at
---	33566_at
P01282	33567_at
P30926	33568_at
Q14538	33569_at
Q8IUN9	33569_at
P52952	33570_at
Q16816	33571_at
AAH26092	33572_at
P49910	33572_at
Q8IY56	33572_at
P41238	33573_at
Q13647	33574_at
Q8N4B6	33574_at
CAD61184	33575_at
Q15762	33575_at
O94991	33576_at
---	33577_at
O00144	33578_at
Q8TAN2	33578_at
O60755	33579_i_at
O60755	33580_r_at
O75876	33581_at
Q8N6F9	33581_at
O75876	33582_s_at
Q8N6F9	33582_s_at
O75876	33583_r_at
Q8N6F9	33583_r_at
Q92772	33584_at
---	33585_at
---	33586_at
O60576	33587_f_at
O60577	33587_f_at
Q9UH85	33587_f_at
Q9UH86	33587_f_at
Q9UK16	33587_f_at
Q9UK17	33587_f_at
---	33588_at
---	33589_at
---	33590_at
---	33591_at
O15156	33592_at
Q96EP2	33592_at
Q9Y6F8	33593_at
Q9UBT3	33594_at
AAC35287	33595_r_at
P55895	33595_r_at
Q9BQ16	33596_at
P52740	33597_at
Q96P20	33598_r_at
Q15771	33599_at
Q96CI8	33599_at
---	335_r_at
Q13588	33600_at
---	33601_at
O95977	33602_at
AAH15541	33603_at
AAH25358	33603_at
P33897	33603_at
O14654	33604_at
---	33605_at
---	33606_g_at
AAM21127	33607_at
P28566	33607_at
O95868	33608_at
Q8NDY2	33608_at
Q9NZJ1	33608_at
O95868	33609_at
Q8NDY2	33609_at
Q9NZJ1	33609_at
P56748	33610_at
P56748	33611_g_at
---	33612_at
---	33613_at
Q02543	33614_at
---	33615_at
P24278	33616_at
P24278	33617_s_at
---	33618_at
Q02546	33619_at
P14651	33620_at
P35680	33621_at
O95234	33622_at
Q13936	33622_at
Q8N6C0	33622_at
O95234	33623_g_at
Q13936	33623_g_at
Q8N6C0	33623_g_at
Q15878	33624_at
Q15878	33625_g_at
Q15878	33626_at
O00329	33627_at
O00334	33627_at
O00329	33628_g_at
O00334	33628_g_at
O00308	33629_at
Q96CZ2	33629_at
Q9BWN6	33629_at
O15020	33630_s_at
O14834	33631_at
O14835	33631_at
O14834	33632_g_at
O14835	33632_g_at
Q96G91	33633_at
O43520	33634_at
Q14344	33635_at
Q8TD70	33635_at
O95146	33636_at
P78358	33636_at
Q9NY13	33636_at
O95146	33637_g_at
P78358	33637_g_at
Q9NY13	33637_g_at
O75810	33638_at
O75811	33638_at
O75810	33639_g_at
O75811	33639_g_at
O43904	33640_at
P55008	33640_at
Q9H2B1	33640_at
Q9UIV4	33640_at
O43904	33641_g_at
P55008	33641_g_at
Q9H2B1	33641_g_at
Q9UIV4	33641_g_at
P48029	33642_s_at
Q13032	33642_s_at
Q14897	33643_at
AAH25246	33644_at
P48163	33644_at
Q16797	33644_at
Q8WVX2	33644_at
CAA43994	33645_at
P17900	33645_at
Q14427	33645_at
Q14428	33645_at
CAA43994	33646_g_at
P17900	33646_g_at
Q14427	33646_g_at
Q14428	33646_g_at
CAA43994	33647_s_at
P17900	33647_s_at
Q14427	33647_s_at
Q14428	33647_s_at
---	33648_at
Q8N1F4	33649_at
Q92187	33649_at
Q96GQ7	33650_at
O94778	33651_at
Q8IUU3	33651_at
AAH25378	33652_at
O43506	33652_at
P13349	33653_at
---	33654_at
Q99909	33655_f_at
Q9BRW7	33655_f_at
P02403	33656_at
P49207	33657_at
Q15973	33658_at
P23528	33659_at
P46777	33660_at
Q9BUV4	33660_at
Q9H3F4	33660_at
P46777	33661_at
Q9BUV4	33661_at
Q9H3F4	33661_at
Q9H8R2	33662_at
---	33663_at
---	33664_g_at
AAH02635	33665_s_at
P15509	33665_s_at
CAD61934	33666_at
CAD62300	33666_at
CAD62326	33666_at
P07910	33666_at
P05092	33667_at
P30050	33668_at
P03372	33669_at
Q13262	33669_at
Q14268	33669_at
Q14269	33669_at
Q14270	33669_at
Q9H2M0	33669_at
Q9H2M1	33669_at
Q9H2M2	33669_at
Q9Y2W8	33669_at
---	33670_at
Q13068	33671_f_at
O75795	33672_f_at
O75795	33673_r_at
P47914	33674_at
Q03052	33675_at
Q16423	33675_at
CAA48925	33676_at
P12947	33676_at
P38663	33677_at
Q9UHL4	33677_at
---	33678_i_at
---	33679_f_at
O76087	33680_f_at
P29043	33681_at
---	33682_at
---	33683_at
Q93097	33684_at
O60423	33685_at
Q96LI4	33685_at
---	33686_at
---	33687_at
P52951	33688_at
P30046	33689_s_at
---	33690_at
Q9Y4N5	33691_at
---	33692_at
P32926	33693_at
Q8N527	33694_at
---	33695_at
Q8N350	33696_at
Q96EV7	33697_at
Q99572	33697_at
Q9NTH6	33698_at
Q9NVS0	33698_at
Q9UFJ6	33698_at
Q9UPV0	33698_at
P20142	33699_at
Q8IUM8	33699_at
---	336_at
CAD28524	33700_at
O43597	33700_at
P00439	33701_at
P35558	33702_f_at
P35558	33703_f_at
BAA25465	33704_at
O60287	33704_at
Q96NX1	33704_at
Q07343	33705_at
Q13944	33705_at
Q13945	33705_at
O43290	33706_at
O75457	33707_at
Q8WWC5	33707_at
Q9UG68	33707_at
Q9UP65	33707_at
