Swiss-Prot	Affymetrix
Q9BUG1	40068_at
O60611	40069_at
O60612	40069_at
O95425	40069_at
P98175	40070_at
Q9BTE4	40070_at
Q9BTX0	40070_at
Q9NTB1	40070_at
Q16678	40071_at
Q92665	40072_at
AAH44580	40073_at
CAD61881	40073_at
CAD61937	40073_at
O15091	40073_at
Q8N5L5	40073_at
P13995	40074_at
P21579	40075_at
O43398	40076_at
O43399	40076_at
Q8NI91	40076_at
P21399	40077_at
Q9HBB2	40077_at
O95084	40078_at
---	40079_at
Q14700	40080_at
Q8N766	40080_at
Q8NBH8	40080_at
P55058	40081_at
P33121	40082_at
Q8N8V7	40082_at
Q8TA99	40082_at
Q8WX33	40083_at
Q9H9D1	40083_at
Q9NVP9	40083_at
Q12800	40084_at
Q12801	40084_at
Q9UD77	40084_at
Q12800	40085_s_at
Q12801	40085_s_at
Q9UD77	40085_s_at
Q8IX10	40086_at
Q8WVX6	40086_at
Q92549	40086_at
O14795	40087_at
P48552	40088_at
Q8IWE8	40088_at
O43709	40089_at
O43709	40090_at
P41182	40091_at
Q8N845	40092_at
Q9UIF9	40092_at
P50895	40093_at
P50895	40094_r_at
P00918	40095_at
P25705	40096_at
Q8IXV2	40096_at
Q96FB4	40096_at
Q96HW2	40096_at
Q96IR6	40096_at
Q9BTV8	40096_at
O14602	40097_at
Q9H4M9	40098_at
Q8TDA3	40099_at
Q8WUG4	40099_at
Q92974	40099_at
Q9H023	40099_at
P52945	400_at
Q8TDA3	40100_at
Q8WUG4	40100_at
Q92974	40100_at
Q9H023	40100_at
Q8TDA3	40101_g_at
Q8WUG4	40101_g_at
Q92974	40101_g_at
Q9H023	40101_g_at
Q9H1P3	40102_at
P15311	40103_at
Q9UJU1	40103_at
Q9UJZ2	40103_at
Q9UJZ6	40103_at
Q9UJZ7	40103_at
Q9UJZ8	40103_at
Q9UK20	40103_at
AAH07852	40104_at
O00506	40104_at
Q96BA2	40104_at
P22033	40105_at
Q96B11	40105_at
O76022	40106_at
Q8N6Z4	40106_at
Q96G37	40106_at
Q9BTB7	40106_at
Q9BUJ2	40106_at
Q9HAL3	40106_at
AAH03613	40107_at
P09972	40107_at
Q14281	40108_at
Q15394	40108_at
Q9BUY0	40108_at
P11831	40109_at
O43837	40110_at
Q9NUZ0	40110_at
Q9UG99	40110_at
O43837	40111_g_at
Q9NUZ0	40111_g_at
Q9UG99	40111_g_at
O43837	40112_at
Q9NUZ0	40112_at
Q9UG99	40112_at
Q92519	40113_at
AAH27881	40114_at
P02771	40114_at
P36542	40115_at
Q8TAS0	40115_at
P17858	40116_at
Q96A64	40116_at
Q9BR91	40116_at
Q9BSP4	40116_at
AAH32374	40117_at
Q14566	40117_at
AAH41695	40118_at
O14881	40118_at
O14884	40118_at
P17036	40118_at
Q8TB17	40118_at
Q96HW0	40118_at
Q9HBR4	40118_at
O75718	40119_at
Q8NB01	40119_at
Q16775	40120_at
P27924	40121_at
Q9Y2D3	40121_at
O60506	40122_at
Q8IW78	40122_at
Q8N599	40122_at
Q96LC1	40122_at
Q96LC2	40122_at
Q9Y583	40122_at
Q92538	40123_at
Q9Y265	40124_at
AAH42843	40125_at
P27824	40125_at
---	40126_at
Q8NCJ0	40127_at
Q14677	40128_at
Q8NAF1	40128_at
Q96E05	40128_at
AAB39925	40129_at
AAC50210	40129_at
P78527	40129_at
Q12841	40130_at
Q8NDK6	40130_at
Q8WU65	40130_at
Q9BVH2	40130_at
Q9BVL5	40130_at
Q9BZQ0	40130_at
Q9H6L1	40130_at
Q9HAG7	40130_at
---	40131_at
---	40132_g_at
Q9H3E9	40133_s_at
Q9H636	40133_s_at
Q9UBQ7	40133_s_at
Q9UKX1	40133_s_at
P56134	40134_at
---	40135_at
O75163	40136_at
Q96H49	40136_at
Q9BW24	40136_at
P18031	40137_at
O15387	40138_at
AAC41713	40139_at
P42345	40139_at
O00237	40140_at
Q8IVB9	40140_at
AAH36216	40141_at
BAA31670	40141_at
Q13620	40141_at
Q9BY37	40141_at
AAH32457	40142_at
Q15506	40142_at
Q9BVZ7	40142_at
Q9GZR7	40142_at
Q9P054	40142_at
Q14153	40143_at
Q8N5S6	40143_at
Q8TC28	40143_at
Q8WYV4	40143_at
P78324	40144_at
P11388	40145_at
AAM12627	40146_at
BAB93460	40146_at
P09526	40146_at
Q9BXV4	40146_at
Q16464	40147_at
Q96A39	40147_at
Q99536	40147_at
Q9BUT8	40147_at
Q8IUI6	40148_at
Q96FK3	40149_at
Q96SX3	40149_at
Q9NRF1	40149_at
Q9NRF2	40149_at
Q9NRF3	40149_at
Q9P2P7	40149_at
Q9Y3Y3	40149_at
P43331	40150_at
P50542	40151_s_at
Q96FN7	40151_s_at
P50542	40152_r_at
Q96FN7	40152_r_at
O94774	40153_at
Q03518	40153_at
Q96CP4	40153_at
Q9Y4R7	40154_at
O14639	40155_at
Q15039	40155_at
Q9BUP1	40155_at
CAB42560	40156_at
CAB42561	40156_at
Q15053	40156_at
Q8WW72	40156_at
AAH05318	40157_s_at
P05976	40157_s_at
P06741	40157_s_at
AAH05318	40158_r_at
P05976	40158_r_at
P06741	40158_r_at
P14598	40159_r_at
Q9BXI7	40159_r_at
Q9BXI8	40159_r_at
CAD28472	40160_at
Q96DI0	40160_at
Q96HA1	40160_at
Q9H9X1	40160_at
Q9Y2N3	40160_at
Q9Y3X9	40160_at
BAC53888	40161_at
P49747	40161_at
Q8N2R4	40161_at
Q8N4T2	40161_at
BAC53888	40162_s_at
P49747	40162_s_at
Q8N2R4	40162_s_at
Q8N4T2	40162_s_at
---	40163_r_at
P52565	40164_at
O94799	40165_at
Q96DG7	40165_at
Q9BZW6	40165_at
Q9H2G4	40165_at
Q9NYS7	40166_at
Q9NYS7	40167_s_at
P51636	40168_at
O60664	40169_at
Q9BS03	40169_at
O60664	40170_at
Q9BS03	40170_at
O75474	40171_at
Q9BYG2	40171_at
O75474	40172_g_at
Q9BYG2	40172_g_at
O75474	40173_at
Q9BYG2	40173_at
P51788	40174_at
Q8WU13	40174_at
Q8TA84	40175_at
AAH13580	40176_at
P14373	40176_at
Q9BZY6	40176_at
---	40177_at
Q8IVP6	40178_at
Q8N3P0	40178_at
Q8IVP6	40179_at
Q8N3P0	40179_at
Q9P084	40180_at
Q9Y6I5	40180_at
Q9P084	40181_f_at
Q9Y6I5	40181_f_at
---	40182_s_at
AAH46240	40183_at
Q9BWQ6	40183_at
AAG17246	40184_at
P48729	40184_at
Q8WXF2	40184_at
Q96HD2	40184_at
AAH13596	40185_at
AAH41765	40185_at
P14136	40185_at
Q96EJ1	40185_at
Q96KS4	40185_at
Q96P18	40185_at
P78512	40186_at
Q8N4A4	40186_at
Q99956	40186_at
AAH41785	40187_at
Q8N213	40187_at
Q9NVE0	40187_at
Q9Y2R4	40187_at
Q9Y482	40187_at
AAH41785	40188_f_at
Q8N213	40188_f_at
Q9NVE0	40188_f_at
Q9Y2R4	40188_f_at
Q9Y482	40188_f_at
AAH32749	40189_at
Q01105	40189_at
Q15541	40189_at
---	40190_at
---	40191_s_at
AAH02711	40192_at
AAH03682	40192_at
AAH18266	40192_at
CAB57326	40192_at
P21181	40192_at
P25763	40192_at
Q9UJM0	40192_at
Q9UJM1	40192_at
P09104	40193_at
---	40194_at
P16104	40195_at
O15194	40196_at
O15194	40197_at
P21796	40198_at
P28360	40199_at
AAH36093	401_s_at
Q16534	401_s_at
AAH14638	40200_at
Q00613	40200_at
Q9HAV2	40200_at
P20711	40201_at
Q13886	40202_at
CAD66615	40203_at
P41567	40203_at
Q9UNQ9	40203_at
P40313	40204_at
Q8IUW0	40204_at
Q8NF36	40204_at
P40313	40205_g_at
Q8IUW0	40205_g_at
Q8NF36	40205_g_at
P11801	40206_at
P40313	40206_at
Q8IUW0	40206_at
Q8NF36	40206_at
P40313	40207_g_at
Q8IUW0	40207_g_at
Q8NF36	40207_g_at
---	40208_at
Q8N6I2	40209_at
Q8TAM9	40209_at
Q9UMF0	40209_at
AAM21096	40210_at
P51153	40210_at
Q96GU4	40210_at
AAH02355	40211_at
AAH09600	40211_at
AAH12158	40211_at
AAH33714	40211_at
P09651	40211_at
Q9BSM5	40211_at
Q13476	40212_at
Q8IVT5	40212_at
P28370	40213_at
Q16739	40214_at
Q16739	40215_at
Q8TDR0	40216_at
Q9NRD6	40216_at
Q92903	40217_s_at
Q92903	40218_at
O94992	40219_at
O94992	40220_at
Q15572	40221_at
Q8N6V3	40221_at
O75170	40222_s_at
O75170	40223_r_at
O75170	40224_s_at
O14976	40225_at
O14976	40226_at
Q14089	40227_at
Q8N6M4	40227_at
Q8TDX2	40227_at
Q96IX0	40227_at
Q96PD2	40227_at
O43822	40228_at
Q8N5X6	40228_at
O75674	40229_at
Q8N749	40229_at
Q92765	40230_at
O43541	40231_at
Q96E31	40231_at
O00411	40232_at
Q9BY27	40233_at
Q14129	40234_at
Q07912	40235_at
Q8N6U7	40235_at
Q96H59	40235_at
CAD89909	40236_at
O15291	40236_at
O15292	40236_at
P52569	40236_at
O00496	40237_at
Q8N0W5	40238_at
Q8NFF4	40238_at
Q96FR4	40238_at
Q8N0W5	40239_g_at
Q8NFF4	40239_g_at
Q96FR4	40239_g_at
O75205	40240_at
Q8NBZ8	40240_at
P52747	40241_at
Q8WUK9	40241_at
Q15219	40242_at
Q96FV9	40242_at
---	40243_at
Q8TAD6	40244_s_at
Q8WZ32	40244_s_at
Q9BU58	40244_s_at
Q9H958	40244_s_at
Q9HAI4	40244_s_at
P52738	40245_at
Q8IV75	40245_at
Q12959	40246_at
Q96T83	40247_at
---	40248_at
AAO32948	40249_at
P22303	40249_at
Q13601	40250_at
Q8NEA8	40250_at
Q8TC37	40250_at
Q96AT5	40250_at
Q13601	40251_at
Q8NEA8	40251_at
Q8TC37	40251_at
Q96AT5	40251_at
Q13601	40252_g_at
Q8NEA8	40252_g_at
Q8TC37	40252_g_at
Q96AT5	40252_g_at
O15096	40253_at
P78405	40253_at
Q9BWR6	40253_at
Q9UBF8	40253_at
Q9NUL7	40254_s_at
Q9NUL7	40255_at
---	40256_at
---	40257_at
AAH11668	40258_at
P19138	40258_at
P19139	40258_at
O43251	40259_at
O43251	40260_g_at
O43251	40261_at
Q96TA3	40262_at
O14616	40263_at
O95159	40263_at
Q9UID0	40263_at
O14616	40264_g_at
O95159	40264_g_at
Q9UID0	40264_g_at
O14616	40265_s_at
O95159	40265_s_at
Q9UID0	40265_s_at
CAD89941	40266_at
Q96H02	40266_at
Q9UBF4	40266_at
CAD89941	40267_s_at
Q96H02	40267_s_at
Q9UBF4	40267_s_at
P15408	40268_at
Q99633	40269_at
Q9BUI9	40269_at
Q14004	40270_at
Q96JN4	40270_at
Q9BVE2	40270_at
Q9H4A0	40270_at
Q9H4A1	40270_at
Q14705	40271_at
Q8N1F7	40271_at
Q14194	40272_at
Q96I11	40272_at
AAH11965	40273_at
BAC55583	40273_at
Q10586	40273_at
Q8N2M3	40273_at
Q9NRA0	40273_at
AAH11965	40274_at
Q10586	40274_at
---	40275_at
P51665	40276_at
Q9UJY4	40277_at
Q9UJY4	40278_at
Q14135	40279_at
Q9BQ78	40279_at
Q8N6K6	40280_at
Q92977	40280_at
Q15019	40281_at
Q8IUK9	40281_at
Q96CB0	40281_at
P00746	40282_s_at
Q8N4E0	40282_s_at
Q8WZB4	40282_s_at
P00746	40283_at
Q8N4E0	40283_at
Q8WZB4	40283_at
Q9Y261	40284_at
O15381	40285_at
Q96EM7	40285_at
Q96PA2	40285_at
---	40286_r_at
AAH42952	40287_s_at
AAH42952	40288_r_at
Q99747	40289_at
AAH18357	40290_f_at
Q11201	40290_f_at
AAH18357	40291_r_at
Q11201	40291_r_at
O60477	40292_at
Q8WU22	40292_at
O00757	40293_at
Q8NCH1	40294_at
Q8NDJ1	40294_at
Q9NP78	40294_at
O95741	40295_at
Q9UG60	40295_at
O75995	40296_at
Q9UHE8	40297_at
O75185	40298_at
O75963	40299_at
Q8N247	40299_at
Q8N6U8	40299_at
P32942	402_s_at
O75963	40300_g_at
Q8N247	40300_g_at
Q8N6U8	40300_g_at
---	40301_at
AAH46358	40302_at
Q96A84	40302_at
Q8IVB6	40303_at
Q92754	40303_at
O94833	40304_at
Q03001	40304_at
Q8WXK8	40304_at
Q9BSP9	40304_at
Q9UN10	40304_at
Q92643	40305_r_at
P15056	40306_at
Q16009	40306_at
Q9ULI0	40307_at
Q9ULI0	40308_at
Q16790	40309_at
O60603	40310_at
Q8NI00	40310_at
Q9UP52	40311_at
O75523	40312_at
Q9UI36	40312_at
Q9UMH4	40312_at
Q01954	40313_at
O43761	40314_at
Q96L30	40314_at
Q9NQ38	40315_at
O14643	40316_at
O14644	40316_at
P01242	40316_at
Q16515	40317_at
Q8N3E2	40317_at
O14576	40318_at
Q8IY52	40318_at
Q8N542	40318_at
Q8TBF7	40318_at
O14576	40319_at
Q8IY52	40319_at
Q8N542	40319_at
Q8TBF7	40319_at
O43171	40320_at
O60727	40320_at
O60728	40320_at
Q8IXX0	40320_at
Q9UNH5	40320_at
Q01638	40321_at
Q01638	40322_at
P28907	40323_at
Q96HY4	40323_at
O95985	40324_r_at
P78549	40325_at
P23435	40326_at
Q92826	40327_at
Q96QM4	40327_at
Q15672	40328_at
Q29984	40329_at
Q92504	40329_at
---	40330_at
AAH16004	40331_at
Q9UEW3	40331_at
Q9NZT2	40332_at
CAD61876	40333_at
CAD61909	40333_at
P12644	40333_at
P33240	40334_at
Q8N502	40334_at
---	40335_at
P22570	40336_at
P19526	40337_at
---	40338_at
O00591	40339_at
Q96KF7	40340_at
Q96B77	40341_at
Q9Y4T4	40341_at
Q13117	40342_at
Q9NQZ3	40342_at
---	40343_at
Q8N2Q7	40344_at
Q9UPT2	40344_at
P48200	40345_at
Q8WVK6	40345_at
Q9UF17	40345_at
O60320	40346_at
Q8N1S4	40347_at
Q8WWW9	40347_at
Q9BTT0	40347_at
Q8N1S4	40348_s_at
Q8WWW9	40348_s_at
Q9BTT0	40348_s_at
Q8N4T8	40349_at
Q8WTW8	40349_at
Q96K93	40349_at
O75077	40350_at
P16520	40351_at
Q96B71	40351_at
Q9BQC0	40351_at
O60688	40352_at
---	40353_at
O95757	40354_at
Q8IWA2	40354_at
O75717	40355_at
Q9UQC9	40356_at
Q9Y6N2	40356_at
P08476	40357_at
Q9HBP0	40357_at
P10071	40358_at
Q02833	40359_at
Q9BSL2	40360_at
Q92526	40361_at
Q00653	40362_at
Q00653	40363_r_at
O15431	40364_at
Q9BT69	40364_at
P30679	40365_at
P16109	40366_at
Q8N1E9	40366_at
P12643	40367_at
AAH42334	40368_r_at
P22792	40368_r_at
Q8N5V4	40368_r_at
O02923	40369_f_at
O02924	40369_f_at
O02925	40369_f_at
O02926	40369_f_at
O02927	40369_f_at
O02928	40369_f_at
O02929	40369_f_at
O78131	40369_f_at
O78132	40369_f_at
O78133	40369_f_at
O78134	40369_f_at
O78135	40369_f_at
O78136	40369_f_at
P17693	40369_f_at
Q29897	40369_f_at
Q30182	40369_f_at
Q31611	40369_f_at
Q8WLS1	40369_f_at
Q95HM6	40369_f_at
Q9MYA2	40369_f_at
Q9UM45	40369_f_at
O02923	40370_f_at
O02924	40370_f_at
O02925	40370_f_at
O02926	40370_f_at
O02927	40370_f_at
O02928	40370_f_at
O02929	40370_f_at
O78131	40370_f_at
O78132	40370_f_at
O78133	40370_f_at
O78134	40370_f_at
O78135	40370_f_at
O78136	40370_f_at
P17693	40370_f_at
Q29897	40370_f_at
Q30182	40370_f_at
Q31611	40370_f_at
Q8WLS1	40370_f_at
Q95HM6	40370_f_at
Q9MYA2	40370_f_at
Q9UM45	40370_f_at
P14416	40371_at
Q9NZR3	40371_at
P54315	40372_at
Q8TAU2	40372_at
Q9BS82	40372_at
P02810	40373_at
Q15327	40374_at
Q96LE7	40374_at
Q06889	40375_at
P51690	40376_at
Q9BPY6	40377_at
Q9Y4C8	40377_at
Q8IZ09	40378_at
Q99962	40378_at
P05181	40379_at
Q16868	40379_at
P26378	40380_at
Q16234	40380_at
Q8IYD4	40380_at
Q96J74	40380_at
Q96J75	40380_at
Q9Y2H8	40381_at
P06850	40382_at
Q13769	40383_at
O15259	40384_at
P78556	40385_at
P51864	40386_r_at
Q92633	40387_at
O14490	40388_at
Q99624	40389_at
P20132	40390_at
Q8WW81	40390_at
O14546	40391_at
Q9H015	40391_at
Q99626	40392_at
Q00056	40393_at
AAH13979	40394_at
P38435	40394_at
O75051	40395_at
Q8N5M2	40395_at
Q96GN9	40395_at
Q9BRL1	40395_at
Q9HAE7	40395_at
Q9UIW1	40395_at
Q8IXW4	40396_at
Q93086	40396_at
P50222	40397_at
P50222	40398_s_at
P50222	40399_r_at
P35916	403_s_at
P30542	40400_at
Q9P104	40401_at
P23975	40402_at
Q9BW84	40402_at
Q9UQ04	40402_at
AAH29261	40403_at
Q8N854	40403_at
Q99972	40403_at
Q13042	40404_s_at
Q96AE6	40404_s_at
Q9Y564	40404_s_at
Q15742	40405_at
Q96I83	40405_at
Q13209	40406_at
P52292	40407_at
P49589	40408_at
P51648	40409_at
Q96J37	40409_at
O75935	40410_at
Q9BPU8	40410_at
Q14686	40411_at
O95211	40412_at
O95997	40412_at
P51398	40413_at
P26640	40414_at
O43203	40415_at
P09110	40415_at
Q8NCW8	40415_at
Q96CA6	40415_at
Q12824	40416_at
Q9H836	40416_at
Q9UBH2	40416_at
AAH35499	40417_at
P48643	40417_at
Q96GI1	40417_at
Q9BU08	40417_at
Q9HB74	40417_at
Q09028	40418_at
Q96BV9	40418_at
P27105	40419_at
Q9H376	40419_at
O94804	40420_at
Q9P153	40420_at
Q13526	40421_at
P18065	40422_at
O94977	40423_at
Q8NDI1	40423_at
Q9NWI9	40423_at
O94903	40424_at
P20827	40425_at
Q8N578	40425_at
O43769	40426_at
Q13845	40426_at
Q9BQE9	40426_at
Q14061	40427_at
---	40428_i_at
---	40429_r_at
---	40430_at
O43313	40431_at
AAH12482	40432_at
P15586	40432_at
AAH12482	40433_at
P15586	40433_at
O00592	40434_at
Q96N83	40434_at
AAH31912	40435_at
P12235	40435_at
P12236	40435_at
AAH31912	40436_g_at
P12235	40436_g_at
P12236	40436_g_at
Q8NBN3	40437_at
Q8NCA4	40437_at
Q9BS46	40437_at
Q9P103	40437_at
Q9Y3Y7	40437_at
O14974	40438_at
Q8NFR6	40438_at
Q96L23	40438_at
O43681	40439_at
Q8NC51	40440_at
Q8WUH0	40440_at
Q96SE2	40440_at
Q9BTY3	40440_at
Q9BUM4	40440_at
Q9Y367	40440_at
Q9Y4S3	40440_at
Q8NC51	40441_g_at
Q8WUH0	40441_g_at
Q96SE2	40441_g_at
Q9BTY3	40441_g_at
Q9BUM4	40441_g_at
Q9Y367	40441_g_at
Q9Y4S3	40441_g_at
Q8NC51	40442_f_at
Q8WUH0	40442_f_at
Q96SE2	40442_f_at
Q9BTY3	40442_f_at
Q9BUM4	40442_f_at
Q9Y367	40442_f_at
Q9Y4S3	40442_f_at
O60716	40443_at
Q96FS1	40443_at
O60716	40444_s_at
Q96FS1	40444_s_at
P78545	40445_at
Q8NFG2	40445_at
Q96FZ2	40445_at
Q96G34	40445_at
Q99718	40445_at
Q9NRP3	40445_at
AAH08834	40446_at
O43189	40446_at
Q92539	40447_at
P26651	40448_at
P35251	40449_at
Q14756	40449_at
Q07864	40450_at
Q8WU23	40450_at
Q96IE1	40450_at
Q9H736	40450_at
Q9UNE8	40450_at
Q9Y4M6	40450_at
Q07864	40451_at
Q8WU23	40451_at
Q96IE1	40451_at
Q9H736	40451_at
Q9UNE8	40451_at
Q9Y4M6	40451_at
Q99829	40452_at
CAD62322	40453_s_at
Q13243	40453_s_at
Q14517	40454_at
Q96EE1	40454_at
Q9UEJ6	40454_at
O94919	40455_at
Q8TAQ8	40455_at
Q9BVC0	40456_at
Q9C0K1	40456_at
Q9NSA4	40456_at
P23152	40457_at
P42229	40458_at
Q15067	40459_at
Q15067	40460_s_at
Q9H4I2	40461_at
Q8TEL6	40462_at
AAH40340	40463_at
Q92973	40463_at
AAH40340	40464_g_at
Q92973	40464_g_at
O43188	40465_at
Q9BUQ8	40465_at
Q13952	40466_at
Q14497	40466_at
Q16247	40466_at
O14521	40467_at
Q96GS3	40468_at
Q96RU3	40468_at
Q9H8H8	40468_at
Q9NWD1	40468_at
AAH13285	40469_at
AAH32750	40469_at
O60318	40469_at
Q9BSY5	40469_at
Q02218	40470_at
Q96DD3	40470_at
Q9UDX0	40470_at
P40855	40471_at
Q8NI97	40471_at
O43412	40472_at
Q8IUL7	40472_at
Q8TB38	40472_at
AAH35578	40473_at
Q9Y6E0	40473_at
P52294	40474_r_at
Q9Y6Q1	40475_at
Q01167	40476_s_at
Q01167	40477_r_at
Q9H1E5	40478_at
P06241	40479_at
Q16248	40479_at
Q8N5D7	40479_at
P06241	40480_s_at
Q16248	40480_s_at
Q8N5D7	40480_s_at
P06241	40481_r_at
Q16248	40481_r_at
Q8N5D7	40481_r_at
---	40482_s_at
Q13536	40483_at
Q13536	40484_g_at
Q96DX7	40485_at
Q9UGK0	40485_at
Q96DX7	40486_g_at
Q9UGK0	40486_g_at
Q96DX7	40487_at
Q9UGK0	40487_at
P11532	40488_at
Q02295	40488_at
Q08947	40488_at
Q14172	40488_at
Q14174	40488_at
Q14205	40488_at
Q15945	40488_at
Q16427	40488_at
Q16428	40488_at
Q16484	40488_at
Q8N754	40488_at
P54259	40489_at
Q8NI92	40490_at
Q9NR30	40490_at
Q9H915	40491_at
Q9NYU3	40491_at
Q9NZB6	40491_at
Q9NZG4	40491_at
Q9UF62	40491_at
Q9Y6E1	40491_at
O94915	40492_at
O95640	40492_at
Q8WTZ5	40492_at
Q9NT40	40492_at
AAM50040	40493_at
CAD89965	40493_at
P16070	40493_at
Q8N694	40493_at
Q96J24	40493_at
Q99900	40493_at
Q9UJ36	40493_at
O75618	40494_at
Q8WY94	40495_at
Q96SN7	40495_at
Q9H9Y3	40495_at
AAH17321	40496_at
P09871	40496_at
P25398	40496_at
Q96QN2	40496_at
Q8WTW4	40497_at
Q9Y249	40497_at
Q9Y497	40497_at
Q8WTW4	40498_g_at
Q9Y249	40498_g_at
Q9Y497	40498_g_at
Q8WTW4	40499_r_at
Q9Y249	40499_r_at
Q9Y497	40499_r_at
P24394	404_at
Q9ULP0	40500_at
CAD89907	40501_s_at
CAD89927	40501_s_at
Q00872	40501_s_at
Q8N3L2	40501_s_at
Q8N3R4	40501_s_at
CAD89907	40502_r_at
CAD89927	40502_r_at
Q00872	40502_r_at
Q8N3L2	40502_r_at
Q8N3R4	40502_r_at
CAD89907	40503_at
CAD89927	40503_at
Q00872	40503_at
Q8N3L2	40503_at
Q8N3R4	40503_at
AAH46160	40504_at
Q15165	40504_at
O14933	40505_at
Q8N5D8	40505_at
Q13310	40506_s_at
Q15164	40506_s_at
P11166	40507_at
O15217	40508_at
P13804	40509_at
O75036	40510_at
Q8TAC5	40510_at
P23771	40511_at
Q96J04	40511_at
P15882	40512_at
AAH27913	40513_at
P06705	40513_at
BAC11054	40514_at
O95330	40514_at
Q9H276	40514_at
Q9P1L3	40514_at
Q9Y282	40514_at
AAH11750	40515_at
CAD61929	40515_at
P49770	40515_at
Q9BPX4	40515_at
P35869	40516_at
O15077	40517_at
Q8N603	40517_at
P08575	40518_at
Q16614	40518_at
P08575	40519_at
Q16614	40519_at
P08575	40520_g_at
Q16614	40520_g_at
AAH32681	40521_at
BAA36193	40521_at
O15211	40521_at
Q92942	40521_at
Q9BSI0	40521_at
Q9BWF0	40521_at
P15104	40522_at
Q8IZ17	40522_at
Q9NSP3	40522_at
Q9Y261	40523_at
Q16825	40524_at
Q8TEK3	40525_at
Q8TEK3	40526_at
O00550	40527_at
P51787	40527_at
Q96AI9	40527_at
Q8N1Z3	40528_at
Q8N1Z3	40529_at
---	40530_at
Q15505	40531_at
---	40532_at
AAH34148	40533_at
O15392	40533_at
Q14253	40533_at
Q969L1	40533_at
Q9BVZ4	40533_at
P23468	40534_at
O60841	40535_i_at
Q8N5A0	40535_i_at
O60841	40536_f_at
Q8N5A0	40536_f_at
O60841	40537_at
Q8N5A0	40537_at
Q9UG61	40538_at
Q13459	40539_at
Q14788	40539_at
Q8WVD2	40539_at
---	40540_at
P00966	40541_at
P50553	40542_at
P50553	40543_at
P50553	40544_g_at
O94903	40545_at
O43678	40546_s_at
O43678	40547_at
O43892	40548_at
O43893	40548_at
Q96G01	40548_at
Q00535	40549_at
O60597	40550_at
P22304	40550_at
Q9BRM3	40550_at
Q01082	40551_at
Q8IX99	40551_at
Q8N8E8	40551_at
Q8WYB3	40551_at
---	40552_s_at
---	40553_at
O00461	40554_at
P17081	40555_at
Q15293	40556_at
---	40557_at
---	40558_at
---	40559_at
Q13207	40560_at
O43763	40561_at
P29992	40562_at
Q8N6V5	40563_at
Q9H2I3	40563_at
Q9NPQ3	40563_at
Q9UKX7	40563_at
Q8N6V5	40564_at
Q9H2I3	40564_at
Q9NPQ3	40564_at
Q9UKX7	40564_at
CAA25017	40565_at
CAA94806	40565_at
P02649	40565_at
P17252	40566_at
AAD33871	40567_at
AAH06468	40567_at
P05209	40567_at
Q9UQM3	40567_at
P21281	40568_at
P28698	40569_at
Q96I71	40569_at
Q12778	40570_at
O95317	40571_at
O95318	40571_at
Q9UES3	40571_at
Q9UES4	40571_at
Q9UES5	40571_at
Q9Y4I1	40571_at
---	40572_at
---	40573_s_at
---	40574_at
Q8TDM6	40575_at
O14979	40576_f_at
Q96IM0	40576_f_at
Q96S43	40576_f_at
P28289	40577_at
P28289	40578_s_at
P52594	40579_at
Q02790	40580_r_at
O75962	40581_at
Q8IWK8	40581_at
Q12913	40582_at
Q9NPR5	40582_at
Q12913	40583_at
Q9NPR5	40583_at
Q99567	40584_at
AAH39891	40585_at
P51828	40585_at
O43324	40586_at
O43324	40587_s_at
O43324	40588_r_at
Q13425	40589_at
---	40590_at
P30260	40591_at
---	40592_at
AAH04383	40593_at
P26599	40593_at
Q9BUQ0	40593_at
AAH42637	40594_r_at
P37023	40594_r_at
Q13428	40595_at
Q96A52	40595_at
Q9UFD4	40595_at
Q13428	40596_at
Q96A52	40596_at
Q9UFD4	40596_at
Q13428	40597_g_at
Q96A52	40597_g_at
Q9UFD4	40597_g_at
Q9NSY2	40598_at
Q14005	40599_at
Q9UME6	40599_at
O75797	405_at
O75798	405_at
P19793	405_at
Q969J7	405_at
AAH44584	40600_at
Q8NAZ5	40600_at
Q9NNZ3	40600_at
Q9BX74	40601_at
---	40602_at
---	40603_at
Q92630	40604_at
Q9BRB5	40604_at
O95219	40605_at
Q9H398	40605_at
AAH28412	40606_at
Q16555	40607_at
Q8NAN9	40607_at
Q96GX2	40608_at
Q9HCK8	40609_at
Q96KR1	40610_at
Q9H6V4	40610_at
Q9NTI1	40610_at
Q9Y687	40610_at
Q96KR1	40611_s_at
Q9H6V4	40611_s_at
Q9NTI1	40611_s_at
Q9Y687	40611_s_at
Q9H5J5	40612_at
Q9NSL4	40612_at
Q9UPN5	40612_at
Q9Y414	40612_at
Q9GZU0	40613_at
Q15464	40614_at
O75822	40615_at
Q8N270	40615_at
Q8TBU9	40615_at
Q96JI7	40615_at
Q9H734	40615_at
Q9UI65	40615_at
O75822	40616_at
Q9UI65	40616_at
Q9BWC3	40617_at
Q9NXG2	40617_at
Q96IP9	40618_at
Q9UKY7	40618_at
BAB93484	40619_at
Q16763	40619_at
O75796	40620_at
Q96IZ0	40620_at
O75796	40621_at
Q96IZ0	40621_at
Q9BXZ4	40622_r_at
Q9BXZ4	40623_at
Q13516	40624_at
Q9BUU3	40625_f_at
Q9BUU3	40626_at
Q15382	40627_at
---	40628_at
Q14442	40629_at
Q14442	40630_at
P50616	40631_at
P13224	40632_at
Q14422	40632_at
